gene_nr,uniprot
238995,S8F7W7
239010,S8F4W1
239020,A0A125YIS0
239050,A0A125YQ98
239070,S8FB06
239080,A0A125YS45
239083,S8F4V7
239087,A0A125YZ59
239090,A0A125YLF5
239100,A0A125YZ19
239130,S8GG86
239250,A0A125YVD7
239260,A0A125YHU4
239270,S8F7V3
239290,S8F4U7
239300,S8GG84
239310,S8GQK2
239320,A0A125YKY3
239330,A0A125YUV2
239340,S8F4T9
239350,S8GG79
239365,S8GQJ0
239400,A0A125YXW8
239410,A0A125YSV4
239420,S8GQI4
239430,S8GG65
239440,S8FAU3
239475,S8F7S2
239480,S8F4S1
239490,S8GG59
239500,A0A125YQC4
239510,A0A125YT97
239520,S8F7R6
239540,A0A125YJ86
239550,A0A125YJI3
239560,A0A125YIV9
239570,S8F7R0
239580,S8F4R0
239590,A0A125YMP2
239600,A0A125YL93
239610,A0A125YFL5
239620,S8F7Q2
239630,S8F4Q6
239640,A0A125YPU2
239650,S8GQG1
239660,S8FAS0
239670,S8F7P6
239680,A0A125YL23
239690,A0A125YRY8
239700,S8GQF5
239710,A0A125YGJ5
239720,A0A125YMH9
239730,S8F4P4
239740,A0A125YK96
239748,S8GG22
239752,S8FAQ9
239755,A0A125YMB0
239760,A0A125YT46
239770,S8GG14
239780,S8GQE3
239790,A0A125YHE3
239795,S8F7N0
239800,S8F4N2
239810,S8GG08
239820,A0A125YMY9
239830,S8FAQ0
239855,S8F7M4
239870,S8F4M7
239880,A0A125YXI5
239885,S8FAU8
239890,A0A125YJB6
239910,S8FAP4
239930,A0A125YM78
240050,S8F7L7
240060,A0A125YYK6
240070,A0A125YPU0
240080,S8FAN9
240090,A0A125YL00
240200,S8F4L4
240210,A0A125YKS7
240220,S8GQB9
240230,A0A125YXU3
240240,S8F7K5
240243,S8F4K9
240250,A0A125YII6
240255,S8FAM9
240260,A0A125YUM6
240270,A0A125YQ85
240280,A0A125YMH3
240300,S8F4J8
240310,S8GFW4
240325,S8GQA2
240330,S8FAM3
240340,S8F7I6
240350,S8F4J2
240360,S8GFV8
240365,S8GQ96
240370,S8FAL9
240380,S8F7I2
240390,S8F4I4
240400,A0A125YGN7
240410,S8GQ89
240430,S8FAL5
240440,S8F7H7
240450,A0A125YYC0
240460,S8GFU8
240470,A0A125YFH4
240480,S8FAL2
240490,A0A125YVH0
240500,S8F4H3
240510,S8GFU2
240520,A0A125YRY1
240525,S8FAK8
240530,A0A125YT75
240540,A0A125YTG0
240550,A0A125YM89
240560,A0A125YW32
240570,S8GQ73
240575,S8F7G3
240580,S8F4G0
240590,A0A125YNC1
240600,A0A125YM67
240610,A0A125YX63
240620,A0A125YW35
240630,A0A125YXJ5
240640,A0A125YXT2
240650,A0A125YGM1
240660,S8FAJ5
240670,A0A125YJU5
240680,S8F4E7
240690,A0A125YNS2
240700,S8GFS1
240710,S8FAJ1
240730,A0A125YSU2
240740,A0A125YFF3
240755,S8GFR7
240770,S8GQ48
240780,A0A125YI26
240790,S8F7E3
240800,A0A125YPF9
240810,A0A125YQS6
240830,S8FAI2
240840,A0A125YYD8
240850,A0A125YLA2
240860,A0A125YWP9
240870,S8GQ34
240880,S8FAH7
240890,A0A125YZ29
240900,S8F4C7
240910,S8GQ26
240920,A0A125YLG9
240930,A0A125YLT7
240940,A0A125YXI3
240950,A0A125YLM4
240960,A0A125YQV3
240970,S8GQ19
240980,S8FAH0
240990,S8F7C7
241000,A0A125YQU7
241010,S8F4B7
241130,S8GQ11
241140,S8FAG6
241150,A0A125YMU7
241155,A0A125YSD2
241160,A0A125YHN5
241165,A0A125YRV7
241170,S8FAG1
241175,S8F7B8
241180,A0A125YX29
241240,S8GFM4
241300,S8GPZ9
241305,S8FAF5
241310,A0A125YPF4
241610,S8F4A3
241710,S8GFL8
241820,A0A125YML5
241830,A0A125YVH7
241840,A0A125YYC1
241850,S8F497
241860,A0A125YKK1
241870,S8GPY9
241880,A0A125YJG3
241890,S8F7A6
242000,A0A125YYE7
242010,S8GFK7
242020,S8GPY2
242030,S8FAE0
242055,S8F488
242070,A0A125YLM6
242080,A0A125YWR0
242090,S8FAD7
242100,S8F795
242110,S8FZ79
242118,S8EMV5
242230,S8GP91
242240,S8GEY5
242250,S8F3P2
242260,S8F6Q9
242270,A0A125YYZ8
242290,A0A125YL91
242300,A0A125YJ98
242310,A0A125YJ08
242320,A0A125YZK2
242330,A0A125YNF9
242370,A0A125YQG2
242380,S8F9W9
242390,A0A125YT14
242400,A0A125YPM7
242415,S8F3Q3
242435,S8F6S2
242460,A0A125YHX8
242570,S8GPB1
242580,S8F3Q7
242590,S8GF03
242600,A0A125YV48
242610,S8F9X5
242625,S8GPB5
242640,S8GF12
242650,A0A125YRD2
242660,A0A125YH52
242670,S8F9Y0
242680,A0A125YZ94
242700,S8F3R4
242710,S8GF18
242720,S8F6T7
242730,S8F9Y3
242740,A0A125YMT9
242750,A0A125YSH2
242780,S8F9Y6
242790,S8GPD1
242800,A0A125YNA9
242810,S8F3S1
242820,A0A125YNX5
242830,A0A125YXQ5
242840,A0A125YNN9
242850,A0A125YN95
242860,S8F6V1
242870,S8F9Z4
242880,S8GPD8
242890,S8GF32
242900,S8F3S8
243100,S8F6V3
243110,S8F9Z8
243120,S8GPE3
243130,S8GF37
243140,S8F3T3
243150,S8F3S8
243160,A0A125YLU1
243170,S8GPE7
243180,S8GF39
243190,A0A125YNN0
243200,A0A125YT41
243210,A0A125YI58
243220,A0A125YKG8
243240,S8GF43
243250,A0A125YQD4
243265,S8F6W4
243280,S8FA10
243290,A0A125YMA5
243298,S8GF50
243302,A0A125YQY7
243310,A0A125YGP6
243330,S8FA14
243340,A0A125YLX7
243350,S8GF54
243390,S8F3U7
243400,S8F6X7
243410,S8FA21
243420,A0A125YSX2
243430,S8GF61
243440,S8F3V2
243450,S8F6Y1
243460,S8FA25
243470,S8GF65
243480,S8F3V5
243490,S8F6Y6
243500,S8FA29
243510,S8GF69
243520,S8GPH9
243530,S8F3V9
243540,S8F6Y9
243550,A0A125YIQ7
243560,A0A125YHA7
243570,A0A125YVY9
243580,A0A125YTN6
243590,S8FA35
243600,S8GPI8
243610,S8GF75
243620,S8F6Z8
243635,S8FA37
243655,S8GPJ3
243670,S8GF79
243680,S8F3X5
243690,S8F701
243700,S8FA40
243710,A0A125YLE3
243720,S8GF83
243730,S8F3X8
243740,S8F704
243750,S8FA42
243760,S8GPK0
243770,S8F3Y3
243780,S8GF89
243790,A0A125YFH2
243800,S8FA45
243900,S8GPK5
243910,S8GF93
243920,A0A125YSK8
243930,S8F712
243940,S8FA48
243950,A0A125YRG3
243960,S8GF98
243970,S8F3Z2
243980,S8F715
243990,S8FA52
244000,S8GPL4
244010,S8GFA2
244015,S8F3Z6
244020,S8F719
244030,S8FA55
244040,S8GPL9
244050,S8GFA8
244060,S8FA57
244070,S8F401
244080,S8F722
244090,S8GPM3
244100,A0A125YM09
244110,A0A125YU98
244120,S8FA60
244130,S8GPM8
244140,S8GFB5
244150,S8F408
244160,S8F728
244165,S8FA65
244170,S8GPN2
244180,S8GFC0
244190,S8F414
244200,S8F732
244210,S8FA68
244230,S8GFC5
244240,S8F419
244250,S8F736
244260,S8FA70
244270,A0A125YJE3
244280,S8GFD1
244290,S8F423
244300,S8F740
244310,A0A125YSF2
244320,S8GPP3
244335,S8GFD4
244350,S8F426
244360,S8F745
244370,A0A125YIE1
244380,S8GPP8
244390,A0A125YNK5
244400,S8F428
244420,S8GFE4
244430,S8F433
244440,A0A125YNC9
244450,S8FA90
244460,S8GPR1
244470,S8GFE9
244480,S8F438
244490,S8F755
244500,S8FA96
244510,S8GPR8
244515,S8GFF4
244520,S8F442
244530,S8FAA0
244540,S8F760
244550,S8GPS4
244560,A0A125YHZ8
244570,S8F446
244580,S8F764
244590,S8FAA4
244600,S8GPT0
244610,S8GFG3
244620,S8F454
244630,S8F769
244640,S8FAA9
244650,A0A125YV35
244660,S8F459
244670,S8F772
244680,S8FAB4
244690,S8GPU2
244700,S8GFH2
244720,S8FAB8
244840,A0A125YMX5
244850,S8FAC2
244860,S8GPV6
244870,S8GFI4
244880,S8F472
244890,A0A125YYL5
244900,A0A125YTA3
244910,S8GPW1
244920,S8GFJ0
244930,S8F477
244940,A0A125YUG5
244950,S8FAD2
245428,S8EUY6
245432,S8G946
245440,A0A125YX20
245450,A0A125YKF9
245460,A0A125YN52
245470,A0A125YYJ8
245475,A0A125YGQ8
245485,S8ERA6
245490,A0A125YRT0
245500,S8G961
245510,S8G002
245520,A0A125YTX4
245530,S8ERC7
245550,A0A125YTN7
245560,S8G005
245570,S8ENF1
245580,S8ERI8
245590,S8EV13
245600,A0A125YU78
245610,S8G007
245620,A0A125YIT7
245630,A0A125YXP3
245640,A0A125YPZ5
245650,S8G984
245660,A0A125YHP6
245670,S8ENF7
245680,A0A125YMU0
245710,A0A125YN20
245720,S8G988
245730,S8G013
245740,A0A125YQZ0
245748,S8EV24
245760,A0A125YLM3
245770,S8ENG3
245980,S8ERK2
245990,S8G994
246000,A0A125YX92
246010,A0A125YJR2
246020,A0A125YZI6
246030,A0A125YGX7
246040,S8G996
246050,S8G022
246060,S8ENG7
246070,S8ERL0
246080,S8G999
246090,A0A125YZJ4
246100,A0A125YW87
246110,A0A125YPF7
246120,S8ERL4
246130,A0A125YIR4
246140,S8G9A1
246160,A0A125YZB2
246170,S8ERL9
246178,S8EV39
246190,S8G033
246200,S8ENH7
246210,A0A125YS04
246220,S8EV43
246330,A0A125YZC7
246340,S8ENI0
246450,A0A125YYV9
246460,A0A125YFX5
246475,S8G9B2
246490,A0A125YYF8
246500,A0A125YJ10
246510,A0A125YJM5
246520,A0A125YGL3
246530,S8G043
246535,A0A125YY62
246540,A0A125YTU2
246550,A0A125YQD9
246555,S8G9C0
246560,A0A125YRR9
246570,A0A125YM20
246580,A0A125YJ87
246590,S8EV55
246600,S8G9C3
246610,S8G050
246620,A0A125YTC7
246630,A0A125YW68
246650,S8G054
246660,S8ENJ1
246670,A0A125YTC2
246690,S8EV62
246700,A0A125YKJ8
246710,A0A125YMD8
246720,A0A125YIW9
246730,S8ERP6
246740,A0A125YG39
246750,A0A125YNY9
246760,S8G062
246763,A0A125YL03
246770,S8ERQ0
246780,S8EV68
246800,A0A125YU32
246910,A0A125YG12
246920,S8ENJ8
246930,A0A125YXA6
246940,A0A125YH80
246950,A0A125YMK0
246960,A0A125YFQ3
246970,S8ENK1
246978,S8ERQ6
246982,S8EV72
246990,S8G9E8
246995,S8G076
247000,A0A125YYD1
247010,A0A125YN30
247015,S8EV77
247020,A0A125YL38
247025,S8G081
247030,A0A125YKG6
247040,A0A125YYV7
247050,S8EV82
247195,S8G9F5
247220,A0A125YZK6
247230,A0A125YHX7
247240,A0A125YTQ2
247250,A0A125YMQ5
247260,A0A125YV43
247270,S8G090
247280,S8ENL7
247290,S8ERR8
247300,S8EV90
247310,A0A125YK32
247320,S8ENM0
247330,S8ERS2
247340,S8EV94
247350,A0A125YFL4
247360,A0A125YJ70
247370,S8ENM3
247380,S8ERS6
247390,S8EV97
247400,A0A125YH39
247410,A0A125YRP2
247420,S8ENM7
247440,S8ERT0
247450,A0A125YQ84
247460,A0A125YTT1
247470,A0A125YGZ7
247485,S8ENN0
247500,A0A125YQU1
247510,A0A125YGG4
247520,A0A125YZ28
247530,A0A125YJ91
247540,A0A125YNB0
247550,A0A125YNH2
247560,S8EVB0
247570,S8G9I4
247580,S8G0B0
247590,S8ENN8
247600,S8ERU0
247610,A0A125YYF2
247620,A0A125YJ83
247630,A0A125YUN7
247640,S8ERU3
247648,A0A125YZM6
247652,S8EVB5
247660,S8G9J4
247670,S8G0B9
247680,S8ENP6
247690,A0A125YTQ9
247700,A0A125YU40
247710,S8G9J6
247720,A0A125YU04
247730,A0A125YTS8
247740,S8ERV1
247750,S8EVC2
247760,S8G9K1
247770,A0A125YGP7
247780,A0A125YS57
247790,S8ERV4
247850,S8EVC5
247920,S8G9K6
247930,A0A125YUN6
247940,S8ENQ6
247950,S8ERV7
247960,S8EVC8
247970,S8G9L0
247980,A0A125YLR3
248100,S8G0D6
248110,A0A125YXM7
248120,S8G9L3
248130,S8EVD1
248140,A0A125YG46
248150,S8ENR3
248160,S8ERW2
248170,S8EVD4
248180,A0A125YTF5
248190,S8G0E4
248200,A0A125YXC0
248210,A0A125YQN5
248225,S8EVD8
248240,S8G9M2
248250,A0A125YKX5
248260,A0A125YVE8
248270,S8ERX0
248280,A0A125YM59
248290,S8G9M5
248300,S8G0F1
248310,S8ENS4
248320,A0A125YYN4
248330,S8EVE5
248340,A0A125YV46
248350,S8G0F5
248360,A0A125YLY2
248370,A0A125YIJ1
248380,S8EVF0
248390,A0A125YI80
248400,A0A125YT70
248420,A0A125YIN6
248425,S8ENT0
248430,S8EVF4
248440,S8G9N8
248445,S8G0G3
248450,S8ENT3
248460,A0A125YL83
248470,S8EVG0
248480,A0A125YWF6
248490,A0A125YYH1
248500,A0A125YJ23
248510,S8ERY5
248520,A0A125YQZ6
248550,S8ENU3
248560,A0A125YKR1
248570,S8ERY9
248590,A0A125YUQ3
248600,S8G0H2
248610,S8ENU7
248620,A0A125YH86
248630,A0A125YU22
248640,S8G9Q5
248660,A0A125YPQ2
248670,A0A125YR49
248673,A0A125YHR7
248677,S8EVH7
248680,S8G9R0
248690,S8G0I0
248700,A0A125YQN0
248710,S8ERZ5
248720,A0A125YPP4
248730,A0A125YMB3
248740,S8G0I2
248750,S8ENV9
248760,S8ERZ9
248770,S8G9R7
248780,S8EVI6
248790,S8G0I7
248800,S8ENW2
248810,S8ES02
248820,A0A125YQM5
248830,A0A125YZD6
248840,A0A125YV81
248850,A0A125YXK8
248860,A0A125YJG6
248870,S8EVJ7
248880,A0A125YNJ9
248890,S8G0J3
248900,S8ENX7
248940,A0A125YP15
248950,S8EVK3
248960,S8G9T1
248970,A0A125YQU3
248980,S8ENY2
248990,S8ES16
249000,A0A125YSR5
249010,A0A125YH60
249020,S8G0K1
249030,A0A125YSS0
249160,S8G9T9
249170,A0A125YIX5
249180,A0A125YXY3
249190,A0A125YJN4
249200,A0A125YV52
249215,S8G9U3
249230,S8G0K9
249240,A0A125YS29
249250,A0A125YPQ7
249260,S8EVL9
249270,S8G9U7
249300,A0A125YX11
249310,S8EVM5
249320,A0A125YFL0
249330,A0A125YHG2
249340,S8ES38
249350,A0A125YSQ5
249360,A0A125YLV9
249365,S8G0M4
249370,S8EP13
249380,S8ES43
249390,S8EVN8
249400,A0A125YJQ1
249410,A0A125YNP0
249425,S8EP18
249440,S8ES45
249450,S8EVP2
249460,S8G9W4
249470,S8G0N4
249480,A0A125YTB0
249490,S8ES49
249510,A0A125YGE2
249520,A0A125YHG4
249530,S8G0P0
249540,A0A125YNH3
249550,S8EVQ2
249560,S8G9X3
249570,S8G0P5
249575,S8EP28
249580,A0A125YXL1
249590,A0A125YVM9
249600,S8G9X9
249610,S8G0Q1
249620,S8EP32
249630,S8EVR1
249650,A0A125YQX0
249660,S8G9Y2
249665,S8G0Q7
249670,A0A125YP92
249680,A0A125YK22
249685,S8G9Y7
249690,A0A125YS66
249698,S8G0R1
249702,A0A125YVW4
249710,S8ES66
249720,A0A125YJV3
249725,S8G9Z2
249730,A0A125YLM7
249750,A0A125YU30
249760,A0A125YJX7
249770,A0A125YXX7
249780,A0A125YP35
249790,A0A125YXT1
249800,S8ES76
249810,S8EVT5
249820,S8GA02
249840,A0A125YMS4
249850,A0A125YP06
249860,A0A125YXH5
249870,A0A125YU56
249880,A0A125YSP0
249890,S8G0T1
249900,A0A125YLS6
249910,A0A125YFU2
249920,A0A125YLL9
249930,A0A125YIF7
249950,A0A125YS51
249960,A0A125YPS1
249970,A0A125YY72
249980,S8GA16
249990,A0A125YQ73
250000,A0A125YX32
250010,S8ES94
250020,A0A125YW67
250030,S8GA21
250040,A0A125YMP7
250050,S8EP73
250060,A0A125YPE6
250090,S8GA26
250100,S8G0V3
250115,S8EP75
250220,S8ESA5
250330,S8EVW4
250340,A0A125YZN2
250350,A0A125YY74
250360,S8EP79
250500,S8ESA8
250670,S8EVW9
250680,S8GA33
250685,S8G0W4
250690,S8EP83
250700,A0A125YPU9
250710,A0A125YLT9
250720,A0A125YK12
250730,A0A125YXK1
250740,A0A125YYP5
250750,A0A125YR98
250760,S8EVX9
250770,A0A125YLG2
250780,S8G0X4
250790,A0A125YXA1
250800,S8ESC0
250810,A0A125YPP3
250820,A0A125YIE5
250830,A0A125YZ84
250840,S8EP93
250850,S8ESC4
250870,A0A125YQ38
250880,A0A125YIJ2
250890,A0A125YW63
250900,A0A125YY36
250905,S8ESC7
250910,S8EVZ7
250920,S8GA57
250930,A0A125YIR8
250940,S8G0Y9
250950,S8EQN6
250955,S8EU77
251390,A0A125YLT0
251400,S8G0Z3
251410,A0A125YFJ8
251440,A0A125YTK9
251450,S8G100
251460,S8EPB1
251480,S8EW15
251490,A0A125YTL9
251500,A0A125YRK5
251510,S8EPB5
251520,A0A125YY79
251530,A0A125YQ61
251540,A0A125YVM0
251550,A0A125YSH4
251560,A0A125YKZ4
251570,S8ESE2
251580,S8EW27
251590,S8GA80
251600,A0A125YT54
251610,S8EPC3
251620,A0A125YP07
251630,S8EW32
251640,S8G125
251650,A0A125YGA8
251660,S8EPC7
251665,S8ESF0
251670,A0A125YS30
251680,A0A125YGX4
251690,A0A125YTP8
251710,A0A125YGM3
251730,S8ESF4
251740,A0A125YNT3
251750,A0A125YKW0
251760,A0A125YQR3
251770,S8EPD3
251780,A0A125YYP6
251790,S8EW47
251800,A0A125YGP4
251810,A0A125YIS4
251840,A0A125YXP5
251850,S8GAA8
251857,S8EPF4
251860,A0A125YJ11
251870,A0A125YW38
251880,S8GAB5
251885,S8G152
251890,S8EPF8
251900,A0A125YMB9
251910,A0A125YUW7
251920,S8GAC0
251930,A0A125YZR0
251940,S8EPG3
251950,S8ESH2
251958,S8EW67
251962,S8GAC6
252065,S8GJ64
252070,S8F7Q7
252080,S8FAT3
252090,A0A125YI72
252190,S8GTK4
252200,A0A125YM35
252210,S8FAS9
252220,S8F7Q3
252230,S8GJ57
252250,S8GTJ9
252255,S8FDV0
252260,S8FAS7
252270,S8F7Q1
252280,S8GJ53
252290,A0A125YID0
252300,S8FAS4
252310,S8F7P8
252320,A0A125YVP1
252330,S8GTI7
252340,S8FDU5
252350,S8FAS1
252360,S8F7P3
252370,S8GJ45
252380,S8GTI2
252390,A0A125YX73
252395,S8F7P1
252400,S8GJ41
252420,S8FDT9
252430,S8FAR3
252440,A0A125YT52
252450,S8F7N7
252465,S8GTH0
252480,A0A125YH82
252490,A0A125YRI3
252500,S8F7N5
252510,S8GJ33
252620,S8GTG8
252630,A0A125YXK6
252640,S8FAQ7
252850,S8GTG8
252860,S8GJ28
252870,S8GTG4
252880,S8FDT0
252890,S8FAQ6
252990,S8F7M6
253000,S8GJ22
253020,S8FDS8
253030,S8GTF8
253040,S8F7M5
253060,S8GTF4
253070,S8FDS3
253080,A0A125YLV3
253090,S8FAP9
253100,S8GJ16
253110,S8GTF2
253120,S8FDS2
253130,S8FAP8
253140,S8F7L6
253150,S8GJ10
253160,S8GTE8
253170,S8FDR8
253180,S8EU90
253290,S8FAP5
253300,S8F7L5
253310,S8GJ07
253320,S8GTE2
253330,S8FDR4
253360,S8GJ01
253370,S8GTD8
253380,S8FDR0
253390,A0A125YTF7
253400,S8F7K9
253410,S8GIZ8
253420,S8GTD3
253430,A0A125YQ68
253440,S8FAN7
253460,A0A125YGB9
253470,A0A125YG72
253480,S8GTC7
253490,S8FDQ5
253500,S8FAN2
253510,S8F7K1
253520,S8GIZ1
253530,S8GTC2
253540,S8FDP9
253550,A0A125YJS5
253560,S8F7J6
253570,S8GIY6
253580,S8GTB3
253600,S8FDP2
253615,S8FAI4
253640,A0A125YM58
253650,S8GIX3
253660,S8GT97
253690,A0A125YUU8
253700,S8GIV8
253710,S8GT92
253730,A0A125YVZ6
253740,S8FAG7
253750,S8F7G4
253755,S8GIV4
253760,A0A125YMV6
253770,S8FDL8
253780,S8FAG2
253790,S8F7F9
253800,S8GIU7
253810,S8GT82
253820,A0A125YVL1
253830,S8FAF6
253850,S8F7F5
253860,S8GIU3
253870,S8GT76
253880,S8FDK9
253910,S8GIT6
253940,S8F7E1
253950,S8GIT0
253960,S8FDJ8
253970,S8GT65
253990,S8FAD8
254000,S8GIS3
254010,S8F7D5
254020,A0A125YNX8
254030,A0A125YQF2
254040,A0A125YT93
254050,A0A125YG82
254060,A0A125YSQ6
254070,A0A125YM08
254080,S8FDI8
254090,S8FAC4
254110,S8F7C3
254120,A0A125YKY6
254135,S8GT47
254140,A0A125YKK3
254150,S8FAC0
254160,S8F7B9
254180,S8GIQ2
254190,S8GT42
254200,S8FDH8
254210,S8FAB3
254220,S8F7B3
254230,S8GIP4
254250,S8GT35
254260,S8FDH3
254270,S8F7A9
254280,S8GIN7
254290,S8GT29
254300,S8FDG7
254330,S8GIN1
254340,A0A125YFG1
254365,A0A125YJA6
254370,S8GT16
254380,A0A125YTN1
254390,S8FA84
254400,S8F793
254410,S8GIL8
254420,S8GT11
254430,A0A125YNB1
254440,A0A125YT49
254450,S8F786
254460,A0A125YW13
254470,S8GT06
254480,S8FDE5
254485,S8FA74
254490,S8F782
254500,S8GIK8
254510,S8GT01
254520,A0A125YY52
254530,S8FA72
254540,S8F778
254555,S8GIK3
254570,S8GSZ6
254580,A0A125YW98
254590,S8FA69
254600,A0A125YWZ9
254603,S8GIJ6
254606,S8GSZ1
254610,A0A125YM31
254620,A0A125YT88
254625,S8F770
254630,S8GII9
254635,S8GSY6
254640,S8FA61
254650,A0A125YQM7
254660,S8F765
254670,A0A125YXE8
254680,S8GSY2
254690,S8FDB7
254700,S8FA58
254710,S8GII0
254720,S8F761
254730,S8GSX5
254740,S8FDB3
254750,A0A125YL59
254760,S8F758
254770,S8GIH6
254780,A0A125YVX6
254790,S8FDA6
254800,A0A125YV08
254810,S8F752
254820,S8GIH2
254830,S8GSW5
254835,S8FDA0
254840,S8FA41
254860,S8GSV9
254870,S8FA38
254880,S8FD94
254890,S8F742
254900,A0A125YJ30
254910,A0A125YH95
254920,S8FA36
254930,S8F737
254940,S8GIF7
254950,S8GSU9
254960,A0A125YUD5
255060,S8EMS9
255160,S8F0C2
255170,A0A125YJJ0
255175,A0A125YJW8
255180,S8GKR3
255190,A0A125YKI1
255195,S8F0C7
255200,S8F397
255220,S8GBD9
255240,S8F0D3
255245,A0A125YZK5
255250,S8F6J9
255260,S8GKS3
255270,A0A125YTH3
255300,S8F6K4
255310,A0A125YJ03
255320,A0A125YTV0
255330,S8F0E4
255340,A0A125YQ18
255350,S8F6L0
255360,A0A125YMU3
255370,S8GBF3
255380,A0A125YLK6
255390,S8F3B7
255400,A0A125YQX5
255410,A0A125YKX2
255420,A0A125YPB5
255430,A0A125YUV6
255440,A0A125YUW8
255450,A0A125YWL6
255460,S8GKU6
255470,S8GBG1
255480,A0A125YGT6
255490,A0A125YHQ5
255500,A0A125YG21
255510,A0A125YQA4
255620,S8GBG5
255635,S8F0G2
255650,A0A125YG22
255660,A0A125YGD6
255670,S8GKV8
255680,S8GBH0
255690,S8F0G8
255700,S8F3D7
255710,A0A125YIT4
255715,S8GKW3
255720,A0A125YGS4
255730,S8F0H2
255870,A0A125YWZ7
255880,A0A125YUB4
255890,S8F0H7
255895,S8F3E8
255900,A0A125YLC3
255910,A0A125YG70
255920,A0A125YTN3
255930,A0A125YFH1
255940,A0A125YN36
255960,S8F6Q3
255970,S8GKY1
255980,S8GBI9
256000,A0A125YGT5
256010,S8F6Q8
256020,S8GKY7
256025,A0A125YTQ5
256030,A0A125YHL5
256035,A0A125YVN0
256040,A0A125YIS2
256050,A0A125YZB6
256060,S8GBJ8
256070,A0A125YUD7
256080,A0A125YG00
256090,S8F6R9
256100,S8GKZ6
256220,S8GBK2
256650,S8F0K0
256700,S8F3H3
256760,A0A125YPV4
256770,A0A125YSV6
256780,S8GBK5
256788,S8F0K4
256792,S8F3H7
256800,A0A125YS12
256810,S8GL07
256820,S8GBL0
256830,S8F0K9
256840,S8F3I2
256850,S8F6T2
256865,S8GL13
256880,S8GBL3
256900,S8F0L5
256910,S8F3I9
256965,S8F0M1
256970,A0A125YNI8
256980,A0A125YR73
256990,S8GBM3
257000,S8F0M6
257010,S8F3K3
257020,A0A125YKD4
257030,S8GL28
257040,A0A125YT51
257050,S8F0N1
257060,A0A125YVW9
257070,A0A125YX80
257080,S8GL35
257090,S8GBN3
257100,S8F0N8
257110,S8F3L5
257120,A0A125YLJ0
257130,A0A125YUE7
257150,S8GBN9
257160,A0A125YFT2
257170,S8F3M3
257180,S8F6W7
257290,S8GL47
257300,S8GBP5
257310,A0A125YLQ0
257330,A0A125YRQ7
257340,A0A125YZS9
257350,A0A125YZL1
257360,S8GBQ2
257370,A0A125YUP8
257380,A0A125YGF0
257390,S8F6X6
257420,A0A125YRA1
257430,A0A125YXV7
257440,S8F0Q8
257460,A0A125YLR9
257470,A0A125YHI7
257480,S8GL69
257490,S8GBR5
257500,S8F0R2
257510,A0A125YG25
257520,A0A125YIB7
257530,A0A125YHI0
257540,A0A125YR79
257550,S8F0R7
257560,S8F3Q5
257568,S8F6Z1
257572,A0A125YFD3
257580,S8GBS6
257595,S8F0S2
257610,S8F3R2
257625,S8F6Z6
257640,S8GL86
257650,S8GBT4
257670,S8F0S6
257680,A0A125YYD4
257690,S8GL95
257700,S8GBU0
257710,S8F0T1
257720,S8F3S6
257730,S8F706
257740,A0A125YI06
257750,A0A125YXD7
257760,S8F3T2
257770,S8F711
257780,S8GLA6
257790,S8GBW3
257800,S8F0V0
257810,S8F3U8
257910,S8F727
257925,S8GLB8
257945,S8GBX9
257960,A0A125YY04
257970,A0A125YIV3
257980,S8F730
257990,S8GLC5
258000,S8GBY4
258010,A0A125YKR0
258020,A0A125YV72
258030,A0A125YP50
258040,S8GLC9
258050,A0A125YYA2
258060,A0A125YSN0
258070,S8F3W3
258080,A0A125YZG0
258085,S8GLD2
258090,S8GBZ2
258100,S8F102
258110,S8F741
258120,A0A125YS82
258130,A0A125YFT5
258150,A0A125YZI2
258160,A0A125YP68
258170,A0A125YG77
258180,S8GBZ8
258200,S8F107
258210,A0A125YPG6
258220,S8F746
258225,S8GC00
258230,A0A125YSX4
258240,S8F110
258350,S8F3X6
258360,A0A125YFG7
258370,A0A125YKG3
258380,S8GC03
258390,A0A125YTQ1
258400,S8F3Y0
258410,A0A125YLV0
258420,S8GLE7
258450,S8GC07
258470,A0A125YLP9
258480,S8GLE9
258490,A0A125YZJ6
258500,S8F119
258520,A0A125YVE1
258530,A0A125YZ09
258540,S8F122
258550,A0A125YLQ9
258560,S8F763
258580,A0A125YN45
258590,S8F3Z0
258610,A0A125YKU9
258625,S8F128
258630,S8F3Z5
258640,S8F768
258650,S8GLF8
258660,A0A125YZP9
258670,A0A125YFD6
258680,S8F3Z8
258690,S8F773
258700,A0A125YTA1
258710,S8GC27
258720,A0A125YUU2
258730,A0A125YGK6
258740,A0A125YPB8
258770,A0A125YYQ7
258780,A0A125YLU0
258790,A0A125YM02
258800,A0A125YXR7
258810,A0A125YT07
258820,A0A125YR32
258826,S8F409
258832,S8GLH0
258840,S8GC37
258850,A0A125YR23
258860,A0A125YTH2
258870,S8F787
258880,A0A125YWF1
258890,A0A125YT43
258900,S8F145
258910,S8F415
258920,A0A125YMG9
258930,A0A125YRG0
258940,A0A125YRH9
258950,S8F149
258970,S8F418
258980,A0A125YIK8
258990,S8GLH8
259000,A0A125YWT1
259010,A0A125YPI1
259020,A0A125YNI2
259030,A0A125YID2
259040,S8GLI1
259050,S8GC53
259070,A0A125YPK6
259080,S8F7A3
259090,S8GLI3
259100,A0A125YIN8
